"receita";"uniorcam";"arrecadado_janeiro";"arrecadado_fevereiro";"arrecadado_marco";"arrecadado_abril";"arrecadado_maio";"arrecadado_junho";"arrecadado_julho";"arrecadado_agosto";"arrecadado_setembro";"arrecadado_outubro";"arrecadado_novembro";"arrecadado_dezembro";"meta_1bim";"meta_2bim";"meta_3bim";"meta_4bim";"meta_5bim";"meta_6bim";"caracteristica_peculiar_receita";"recurso_vinculado";"complemento_recurso_vinculado";"exercicio_base"
"00000132100110103160";"0201";0;122,48;0;5,32;182,69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4520;NA;2018
"00000132100110103180";"0201";0;0;9,17;15,36;20,16;22,05;4,27;3,82;2,22;3,61;6;3,3;0;0;0;0;0;86,66;0;4503;NA;2018
"00000132100110103190";"0201";0;0;42,82;34,38;25,94;20,09;8,73;0;0;0;0;0;0;0;0;0;0;0;0;4160;NA;2018
"00000132100110103200";"0201";0;0;214,56;123,6;127,35;127,41;166,12;157,14;132,59;117,23;50,26;6,12;0;0;0;0;1048,77;0;0;4011;NA;2018
"00000132100110103210";"0201";0;0;36;35,02;38,47;40,79;33,54;28,72;27,3;18,8;15,52;5,64;0;0;0;0;0;0;0;4050;NA;2018
"00000132100110103220";"0201";0;0;505,26;339,63;384,33;234,97;0;0;0;0;0;0;0;0;0;0;0;1400;0;4090;NA;2018
"00000132100110103240";"0201";0;0;0;0;163,88;313,5;329,41;345,89;287,2;333,86;126,89;8,94;0;0;0;0;0;0;0;4936;NA;2018
"00000132100110103250";"0201";141,38;112,66;128,63;124,42;124,78;125,25;131,6;138,18;114,74;133,39;121,56;122,13;0;0;0;0;0;0;0;4931;NA;2018
"00000132100110103260";"0201";0;0;0;0;0;316,4;688,83;860,39;686,93;652,41;539,09;443,94;0;0;0;0;2500;0;0;4520;NA;2018
"00000132100110103270";"0201";0;0;0;0;0;0;0,6;0,78;0,66;0,24;0;0;0;0;0;0;2,28;0;0;4011;NA;2018
"00000132100110103290";"0201";0;0;0;0;0;0;0;0;0;0;0;17,12;0;0;0;0;0;0;0;4503;NA;2018
"00000132100110107000";"0201";396,19;339,59;385,89;394,4;343,35;314,06;274,04;255,98;240,9;253,45;197,34;124,17;0;0;0;0;854,27;0;0;0;NA;2018
"00000132100110107010";"0201";126,07;97,17;110,03;133,9;116,95;102,14;92,08;75,93;65,34;67,21;41,54;10,18;0;0;0;0;854,27;0;0;1064;NA;2018
"00000132100110107020";"0201";198,05;157,43;179,07;169,29;137,15;129,87;118,57;130,64;136,68;143,28;121,86;84,34;0;0;0;0;0;0;0;1021;NA;2018
"00000132100110107030";"0201";33,64;26,61;31,07;30,09;29,11;28,49;27,47;30,62;27,12;28,4;26,42;24,21;0;0;0;0;0;0;0;1038;NA;2018
"00000132100110107040";"0201";38,43;29,61;32,63;28,17;28,07;25,72;18,86;13,24;7,2;9,26;2,7;3,75;0;0;0;0;0;0;0;1067;NA;2018
"00000132100110107050";"0201";0;28,77;33,09;32,95;32,07;27,84;17,06;5,55;4,56;5,3;4,82;1,69;0;0;0;0;0;0;0;1103;NA;2018
"00000132100110108000";"0201";56,82;97,98;142,78;89,7;67,8;46,57;73,01;196,27;124,95;111,61;116,58;44,43;0;0;16,81;0;0;0;0;0;NA;2018
"00000132100110108010";"0201";11,28;11,25;10,93;7,76;6,61;6,91;7,21;7,51;7,81;8,13;8,42;1,67;0;0;0;0;0;0;0;1071;NA;2018
"00000132100110108020";"0201";4,98;3,84;4,46;4,33;2,92;3,12;3,6;4,07;2,4;2,5;2,5;1,05;0;0;0;0;0;0;0;1059;NA;2018
"00000132100110108030";"0201";26,03;61,74;116,85;43,16;20,24;11,75;5,36;27,62;16,81;32,59;17,94;9,63;0;0;0;0;0;0;0;1014;NA;2018
"00000132100110108040";"0201";14,53;21,15;5,88;18,42;12,78;22,34;48,08;139,22;89,23;62,44;76,69;32,08;0;0;0;0;0;0;0;1017;NA;2018
"00000132100110108050";"0201";0;0;4,66;16,03;8,44;2,45;8,76;17,85;8,7;5,95;11,03;0;0;0;0;0;0;0;0;1016;NA;2018
"00000132100110108060";"0201";0;0;0;0;16,81;0;0;0;0;0;0;0;0;0;16,81;0;0;0;0;1072;NA;2018
"00000132100110109000";"0201";26,13;26,23;25,42;25,52;24,69;24,78;8,9;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000132100110109080";"0201";26,13;26,23;25,42;25,52;24,69;24,78;8,9;0;0;0;0;0;0;0;0;0;0;0;0;1202;NA;2018
"00000132100110199000";"0201";956,27;899,54;931,56;893,63;916,49;885,88;908,89;930,26;341,26;633,68;439,48;442,73;0;0;80,22;0;2249,41;0;0;0;NA;2018
"00000132100110199010";"0201";108,31;88,12;102,68;101,18;101,6;108,8;118,43;125,61;79,21;75,47;74,46;76,36;0;0;0;0;0;0;0;1005;NA;2018
"00000132100110199020";"0201";44,23;22,74;11,83;1,42;0;0;0;0;0;0;0;0;0;0;80,22;0;0;0;0;1065;NA;2018
"00000132100110199030";"0201";374,9;225,41;226,31;219,3;212,15;212,94;213,73;214,53;-305,68;0;0;0;0;0;0;0;0;0;0;1039;NA;2018
"00000132100110199040";"0201";39,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1024;NA;2018
"00000132100110199050";"0201";77,93;359,4;358,56;347,36;338,25;339,51;340,76;342,03;343,3;344,58;345,86;347,14;0;0;0;0;0;0;0;1022;NA;2018
"00000132100110199060";"0201";43,91;0;0;0;40,64;0;0;0;19,01;19,08;19,16;19,23;0;0;0;0;0;0;0;1050;NA;2018
"00000132100110199070";"0201";256,48;203,87;232,18;224,37;223,85;224,63;235,97;248,09;205,42;194,55;0;0;0;0;0;0;2249,41;0;0;1010;NA;2018
"00000132100110199080";"0201";10,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1022;NA;2018
"00000132100110200000";"0201";4125,97;5552,93;6984,5;6408,06;7748,11;9734,5;11688,6;12929,23;10495,48;11086,65;10152,23;7059,42;22225,94;22225,94;22225,94;22225,94;22225,94;22226,17;0;0;NA;2018
"00000132100110201000";"0201";0;0;0;0;0;0;0;0;425,77;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000132100110201020";"0201";0;0;0;0;0;0;0;0;425,77;0;0;0;0;0;0;0;0;0;0;1;NA;2018
"00000132100110299000";"0201";4125,97;5552,93;6984,5;6408,06;7748,11;9734,5;11688,6;12929,23;10069,71;11086,65;10152,23;7059,42;22225,94;22225,94;22225,94;22225,94;22225,94;22226,17;0;0;NA;2018
"00000132100110299010";"0201";2507,33;2940,41;4811,05;3414,43;3349,01;5172,33;5552,96;5260,55;6725,14;5653,91;7301,67;3384,61;10373,9;10373,9;10373,9;10373,9;10373,9;10373,96;0;1;NA;2018
"00000132100110299020";"0201";1367,54;2390,19;1663,5;2428,24;3669,35;3959,98;5600,59;6965,06;2751,56;4530,48;1930,95;3281,56;10373,9;10373,9;10373,9;10373,9;10373,9;10373,96;0;1;NA;2018
"00000132100110299040";"0201";251,1;222,33;509,95;565,39;729,75;602,19;535,05;703,62;593,01;902,26;919,61;393,25;1478,14;1478,14;1478,14;1478,14;1478,14;1478,25;0;1;NA;2018
"00000132100400000000";"0201";368380,55;138300,79;153179,23;43520,39;16934,37;46175,57;279031,02;37612,04;55901,35;765879,67;135368,19;217488,18;273608,58;273608,58;273608,58;273608,58;273608,58;273608,93;0;0;NA;2018
"00000132100410000000";"1201";368380,55;138300,79;153179,23;43520,39;16934,37;46175,57;279031,02;37612,04;55901,35;765879,67;135368,19;217488,18;273608,58;273608,58;273608,58;273608,58;273608,58;273608,93;0;0;NA;2018
"00000132100410100000";"1201";111799,21;18084,42;30805,57;0;0;0;76549,93;0;0;239876,26;32997,78;59216,23;39086,94;39086,94;39086,94;39086,94;39086,94;39086,99;0;50;NA;2018
"00000132100410200000";"1201";100508,68;11517,53;6982,07;0;0;0;63056,63;0;0;216845,65;35991,76;42517,09;39086,94;39086,94;39086,94;39086,94;39086,94;39086,99;0;50;NA;2018
"00000132100410300000";"1201";41703,31;7743,67;11936,15;0;0;0;29296,38;0;0;91526,92;12792,99;22839,37;39086,94;39086,94;39086,94;39086,94;39086,94;39086,99;0;50;NA;2018
"00000132100410400000";"1201";24645,99;23296,89;28297,63;21740,06;8589,31;22267,75;30815,52;18522,66;27183,18;43429,8;24768,43;25559,33;39086,94;39086,94;39086,94;39086,94;39086,94;39086,99;0;50;NA;2018
"00000132100410500000";"1201";0;0;0;0;0;0;0;0;0;0;0;0;39086,94;39086,94;39086,94;39086,94;39086,94;39086,99;0;50;NA;2018
"00000132100410600000";"1201";64905;54509,51;47055;0;0;0;47013;0;0;128298;2541;39897;39086,94;39086,94;39086,94;39086,94;39086,94;39086,99;0;50;NA;2018
"00000132100410700000";"1201";24818,36;23148,77;28102,81;21780,33;8345,06;23907,82;32299,56;19089,38;28718,17;45903,04;26276,23;27459,16;39086,94;39086,94;39086,94;39086,94;39086,94;39086,99;0;50;NA;2018
"00000136000000000000";"0201";0;365000;0;0;0;0;0;0;0;0;0;0;0;250000;0;97850;0;0;0;0;NA;2018
"00000136001000000000";"0201";0;365000;0;0;0;0;0;0;0;0;0;0;0;250000;0;97850;0;0;0;0;NA;2018
"00000136001100000000";"0201";0;365000;0;0;0;0;0;0;0;0;0;0;0;250000;0;97850;0;0;0;0;NA;2018
"00000136001110000000";"0201";0;365000;0;0;0;0;0;0;0;0;0;0;0;250000;0;97850;0;0;0;1;NA;2018
"00000160000000000000";"0201";108924;5230;6160,52;8227,61;7341;3710;6037;9098,19;3167;5306,46;2952;3251,72;10086,38;10086,38;10086,38;10086,38;10086,38;70086,45;0;0;NA;2018
"00000161000000000000";"0201";108628;4444;5334,52;7290,61;6598;3556;5686;8752,19;2857;4553,46;2788;2794,72;2070,24;2070,24;2070,24;2070,24;2070,24;62070,3;0;0;NA;2018
"00000161001000000000";"0201";5608;4444;5334,52;7290,61;6598;3556;5686;8752,19;2857;4553,46;2788;2794,72;2070,24;2070,24;2070,24;2070,24;2070,24;2070,3;0;0;NA;2018
"00000161001100000000";"0201";5608;4444;5334,52;7290,61;6598;3556;5686;8752,19;2857;4553,46;2788;2794,72;2070,24;2070,24;2070,24;2070,24;2070,24;2070,3;0;0;NA;2018
"00000161001110000000";"0201";5584;4444;5334;7290;6598;3556;5686;8751;2857;4282;2788;2653;2070,24;2070,24;2070,24;2070,24;2070,24;2070,3;0;1;NA;2018
"00000161001120000000";"0201";0;0;0,52;0,61;0;0;0;1,19;0;0;0;0;0;0;0;0;0;0;0;1;NA;2018
"00000161001130000000";"0201";24;0;0;0;0;0;0;0;0;271,46;0;111,66;0;0;0;0;0;0;0;1;NA;2018
"00000161001140000000";"0201";0;0;0;0;0;0;0;0;0;0;0;30,06;0;0;0;0;0;0;0;1;NA;2018
"00000161002000000000";"0201";103020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60000;0;0;NA;2018
"00000161002100000000";"0201";103020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60000;0;0;NA;2018
"00000161002110000000";"0201";103020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60000;0;1;NA;2018
"00000162000000000000";"0201";98;200;198;200;200;0;0;0;0;200;0;200;0;0;0;0;0;0;0;0;NA;2018
"00000162002000000000";"0201";98;200;198;200;200;0;0;0;0;200;0;200;0;0;0;0;0;0;0;0;NA;2018
"00000162002100000000";"0201";98;200;198;200;200;0;0;0;0;200;0;200;0;0;0;0;0;0;0;0;NA;2018
"00000162002110000000";"0201";98;200;198;200;200;0;0;0;0;200;0;200;0;0;0;0;0;0;0;1;NA;2018
"00000164000000000000";"0201";198;586;628;737;543;154;351;346;310;553;164;257;0;0;0;0;0;0;0;0;NA;2018
"00000164001000000000";"0201";198;586;628;737;543;154;351;346;310;553;164;257;0;0;0;0;0;0;0;0;NA;2018
"00000164001100000000";"0201";198;586;628;737;543;154;351;346;310;553;164;257;0;0;0;0;0;0;0;0;NA;2018
"00000164001110000000";"0201";198;586;628;737;543;154;351;346;310;553;164;257;0;0;0;0;0;0;0;1;NA;2018
"00000169000000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;8016,14;8016,14;8016,14;8016,14;8016,14;8016,15;0;0;NA;2018
"00000169099000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;8016,14;8016,14;8016,14;8016,14;8016,14;8016,15;0;0;NA;2018
"00000169099100000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;8016,14;8016,14;8016,14;8016,14;8016,14;8016,15;0;0;NA;2018
"00000169099110000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;8016,14;8016,14;8016,14;8016,14;8016,14;8016,15;0;1;NA;2018
"00000170000000000000";"0201";1906953,52;1906010,53;1599046,63;1890168,18;2041547,78;1585143,97;2143524,8;1503356,91;1577390,29;1747772,83;1691742,57;2773857,89;3537021,77;3424441,39;3640631,47;3629552,22;3590859,72;4412103,48;0;0;NA;2018
"00000171000000000000";"0201";779801,88;960712,11;667296,13;811825,05;963703,61;809691,3;997393,21;720955,71;590860,92;622203,93;759336,05;1317710,41;1703817,71;1417315,14;1658744,06;1730205,59;1687169,45;2196377,97;0;0;NA;2018
"00000171800000000000";"0201";779801,88;960712,11;667296,13;811825,05;963703,61;809691,3;997393,21;720955,71;590860,92;622203,93;759336,05;1317710,41;1703817,71;1417315,14;1658744,06;1730205,59;1687169,45;2196377,97;0;0;NA;2018
"00000171801000000000";"0201";640544,98;837392,61;563892,61;591223,03;725574,29;679465,83;782715,45;582179,02;439079,87;498791,87;626541,91;1096452,59;1485238,36;1177452,22;1376931,94;1463044,85;1108216,56;1874029,32;0;0;NA;2018
"00000171801200000000";"0201";640544,98;837392,61;563892,61;591223,03;725574,29;679465,83;461475,89;582179,02;439079,87;498791,87;626541,91;767196,52;1485238,36;1177452,22;1376931,94;1136173,85;1108216,56;1543773,32;0;0;NA;2018
"00000171801210000000";"0201";640544,98;837392,61;563892,61;591223,03;725574,29;679465,83;461475,89;582179,02;439079,87;498791,87;626541,91;767196,52;1485238,36;1177452,22;1376931,94;1136173,85;1108216,56;1543773,32;0;0;NA;2018
"00000171801210100000";"0201";384326,98;502435,56;338335,57;354733,82;435344,58;407679,51;276885,54;349307,4;263447,91;299275,13;375925,14;460317,9;927264,48;681035,57;840619,35;648012,87;625647,04;974092,44;0;1;NA;2018
"00000171801210200000";"0201";32027,25;41869,63;28194,63;29561,15;36278,71;33973,29;23073,79;29108,96;21954;24939,59;31327,1;38359,83;65231,56;65231,56;65231,56;65231,56;65231,56;65231,51;0;20;NA;2018
"00000171801210300000";"0201";96081,75;125608,89;84583,89;88683,46;108836,15;101919,87;69221,38;87326,86;65861,99;74818,77;93981,29;115079,48;231816,12;170258,89;210154,83;162003,22;156411,76;243523,12;0;40;NA;2018
"00000171801210400000";"0201";128109;167478,53;112778,52;118244,6;145114,85;135893,16;92295,18;116435,8;87815,97;99758,38;125308,38;153439,31;260926,2;260926,2;260926,2;260926,2;260926,2;260926,25;0;31;NA;2018
"00000171801300000000";"0201";0;0;0;0;0;0;0;0;0;0;0;329256,07;0;0;0;0;0;330256;0;0;NA;2018
"00000171801310000000";"0201";0;0;0;0;0;0;0;0;0;0;0;329256,07;0;0;0;0;0;330256;0;0;NA;2018
"00000171801310100000";"0201";0;0;0;0;0;0;0;0;0;0;0;197553,64;0;0;0;0;0;198153,6;0;1;NA;2018
"00000171801310200000";"0201";0;0;0;0;0;0;0;0;0;0;0;82314,02;0;0;0;0;0;82564;0;20;NA;2018
"00000171801310300000";"0201";0;0;0;0;0;0;0;0;0;0;0;49388,41;0;0;0;0;0;49538,4;0;40;NA;2018
"00000171801400000000";"0201";0;0;0;0;0;0;321239,56;0;0;0;0;0;0;0;0;326871;0;0;0;0;NA;2018
"00000171801410000000";"0201";0;0;0;0;0;0;321239,56;0;0;0;0;0;0;0;0;326871;0;0;0;0;NA;2018
"00000171801410100000";"0201";0;0;0;0;0;0;192743,74;0;0;0;0;0;0;0;0;196122,6;0;0;0;1;NA;2018
"00000171801410200000";"0201";0;0;0;0;0;0;80309,89;0;0;0;0;0;0;0;0;81717,75;0;0;0;20;NA;2018
"00000171801410300000";"0201";0;0;0;0;0;0;48185,93;0;0;0;0;0;0;0;0;49030,65;0;0;0;40;NA;2018
"00000171802000000000";"0201";8128,4;8658,83;9155,52;7786,38;8550,26;9400,66;11307,6;10986,41;11512,89;11034,89;13953,44;12834,31;11654,32;12599,71;12922,8;14085,21;16872,32;14519,94;0;0;NA;2018
"00000171802600000000";"0201";8128,4;8658,83;9155,52;7786,38;8550,26;9400,66;11307,6;10986,41;11512,89;11034,89;13953,44;12834,31;11654,32;12599,71;12922,8;14085,21;16872,32;14519,94;0;0;NA;2018
"00000171802610000000";"0201";8128,4;8658,83;9155,52;7786,38;8550,26;9400,66;11307,6;10986,41;11512,89;11034,89;13953,44;12834,31;11654,32;12599,71;12922,8;14085,21;16872,32;14519,94;0;1;NA;2018
"00000171803000000000";"0201";36462,33;78461,24;60481,32;147137,14;147855,82;86572,63;169139,01;80015,12;78855,82;71438,12;76189,65;163507,6;129576,42;143576,42;141074,27;166514,8;337223,4;234245,34;0;0;NA;2018
"00000171803100000000";"0201";36462,33;78461,24;60481,32;147137,14;147855,82;86572,63;169139,01;80015,12;78855,82;71438,12;76189,65;163507,6;129576,42;143576,42;141074,27;166514,8;337223,4;234245,34;0;0;NA;2018
"00000171803110000000";"0201";36462,33;78461,24;60481,32;147137,14;147855,82;86572,63;169139,01;80015,12;78855,82;71438,12;76189,65;163507,6;129576,42;143576,42;141074,27;166514,8;337223,4;234245,34;0;0;NA;2018
"00000171803110100000";"0201";15458,33;15458,33;15458,33;15458,33;15458,33;15458,33;15458,33;15458,33;15458,33;15458,33;15458,33;15458,33;30398,66;30398,66;30398,66;30398,66;30398,66;30677,11;0;4510;NA;2018
"00000171803110200000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;22260;22260;22260;22260;27260;22260;0;4520;NA;2018
"00000171803110300000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;35490;35490;35490;35490;35490;35490;0;4520;NA;2018
"00000171803110400000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;8920;8920;8920;8920;8920;8920;0;4520;NA;2018
"00000171803110500000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;2000;2000;2000;2000;2000;2000;0;4710;NA;2018
"00000171803110600000";"0201";0;3080,63;3331,7;3122,47;3122,47;3122,47;3122,47;3122,47;3122,47;6244,94;3122,47;3122,47;5707,76;5707,76;5707,76;5707,76;5707,76;9098,23;0;4503;NA;2018
"00000171803110700000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;8800;8800;8800;8800;8800;8800;0;4521;NA;2018
"00000171803110800000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;16000;16000;16000;16000;16000;16000;0;4520;NA;2018
"00000171803110900000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;1000;0;1000;0;4520;NA;2018
"00000171803111000000";"0201";21004;51424;36214;44214;44214;44214;44214;44214;44214;44505,83;44505,83;110540,59;0;0;0;0;0;27000;0;4520;NA;2018
"00000171803111100000";"0201";0;8498,28;5477,29;4325,19;4325,19;3042;5608,38;16484,49;4325,19;4325,19;7367,19;8650,38;0;13000;2667,95;15938,38;11159,3;18000;0;4502;NA;2018
"00000171803111200000";"0201";0;0;0;79281,32;0;0;0;0;0;0;0;0;0;0;0;0;55000;6487,68;0;4520;NA;2018
"00000171803111300000";"0201";0;0;0;735,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;0;0;8829,9;0;0;0;0;4501;NA;2018
"00000171803111400000";"0201";0;0;0;0;80000;-80000;0;0;0;0;0;0;0;0;0;0;0;0;0;4936;NA;2018
"00000171803111500000";"0201";0;0;0;0;0;1e+05;1e+05;0;0;0;0;0;0;0;0;20000;136487,68;43512,32;0;4520;NA;2018
"00000171803111600000";"0201";0;0;0;0;0;0;0;0;11000;0;0;0;0;0;0;0;0;0;0;4504;NA;2018
"00000171803111700000";"0201";0;0;0;0;0;0;0;0;0;168;0;0;0;0;0;0;0;0;0;4501;NA;2018
"00000171803111800000";"0201";0;0;0;0;0;0;0;0;0;0;5000;1000;0;0;0;0;0;5000;0;4502;NA;2018
"00000171803112000000";"0201";0;0;0;0;0;0;0;0;0;0;0;24000;0;0;0;0;0;0;0;4503;NA;2018
"00000171804000000000";"0201";0;1430;1430;33173,68;1474,04;1581,76;1638,54;15309,47;28610,53;3077,26;0;16404,02;14885,66;14885,66;14885,66;20885,66;39635,66;14885,89;0;0;NA;2018
"00000171804100000000";"0201";0;1430;1430;33173,68;1474,04;1581,76;1638,54;15309,47;28610,53;3077,26;0;16404,02;14885,66;14885,66;14885,66;20885,66;39635,66;14885,89;0;0;NA;2018
"00000171804110000000";"0201";0;1430;1430;33173,68;1474,04;1581,76;1638,54;15309,47;28610,53;3077,26;0;16404,02;14885,66;14885,66;14885,66;20885,66;39635,66;14885,89;0;0;NA;2018
"00000171804110100000";"0201";0;1430;1430;1461,15;1474,04;1581,76;1638,54;1598,36;1568,59;1590,3;0;3125,35;2949,32;2949,32;2949,32;2949,32;2949,32;2949,41;0;1038;NA;2018
"00000171804110200000";"0201";0;0;0;0;0;0;0;0;0;1486,96;0;5947,84;764,76;764,76;764,76;764,76;764,76;764,8;0;1067;NA;2018
"00000171804110300000";"0201";0;0;0;1712,53;0;0;0;7711,11;15041,94;0;0;7330,83;8296,58;8296,58;8296,58;8296,58;8296,58;8296,68;0;1021;NA;2018
"00000171804110400000";"0201";0;0;0;30000;0;0;0;6000;12000;0;0;0;2875;2875;2875;8875;27625;2875;0;1064;NA;2018
"00000171805000000000";"0201";17139,22;30997,75;28565;28733,14;76477,52;28898,74;28820,93;28694,01;29030,13;34090,11;38879,37;24740,21;54761,05;61099,23;105227,49;57973,17;57965,53;50995,6;0;0;NA;2018
"00000171805100000000";"0201";17139,22;30997,75;18086,85;17428,08;17333,67;17593,68;17515,87;17388,95;17455,07;17823,59;27574,4;18396,61;49985,58;39210,69;35770,16;36084,63;36076,99;33342,53;0;0;NA;2018
"00000171805110000000";"0201";17139,22;30997,75;18086,85;17428,08;17333,67;17593,68;17515,87;17388,95;17455,07;17823,59;27574,4;18396,61;49985,58;39210,69;35770,16;36084,63;36076,99;33342,53;0;1014;NA;2018
"00000171805200000000";"0201";0;0;0;0;270;0;0;0;270;0;0;0;0;0;0;0;0;540;0;0;NA;2018
"00000171805210000000";"0201";0;0;0;0;270;0;0;0;270;0;0;0;0;0;0;0;0;540;0;1036;NA;2018
"00000171805300000000";"0201";0;0;6343,6;6343,6;6343,6;6343,6;6343,6;6343,6;6343,6;6343,6;6343,6;6343,6;0;12337,6;12337,6;12337,6;12337,6;12337,6;0;0;NA;2018
"00000171805310000000";"0201";0;0;6343,6;6343,6;6343,6;6343,6;6343,6;6343,6;6343,6;6343,6;6343,6;6343,6;0;12337,6;12337,6;12337,6;12337,6;12337,6;0;0;NA;2018
"00000171805310100000";"0201";0;0;2520;2520;2520;2520;2520;2520;2520;2520;2520;2520;0;4881,6;4881,6;4881,6;4881,6;4881,6;0;1001;NA;2018
"00000171805310200000";"0201";0;0;2289,8;2289,8;2289,8;2289,8;2289,8;2289,8;2289,8;2289,8;2289,8;2289,8;0;4536,8;4536,8;4536,8;4536,8;4536,8;0;1031;NA;2018
"00000171805310300000";"0201";0;0;1293,2;1293,2;1293,2;1293,2;1293,2;1293,2;1293,2;1293,2;1293,2;1293,2;0;2586,4;2586,4;2586,4;2586,4;2586,4;0;1033;NA;2018
"00000171805310400000";"0201";0;0;166,4;166,4;166,4;166,4;166,4;166,4;166,4;166,4;166,4;166,4;0;332,8;332,8;332,8;332,8;332,8;0;1059;NA;2018
"00000171805310500000";"0201";0;0;74,2;74,2;74,2;74,2;74,2;74,2;74,2;74,2;74,2;74,2;0;0;0;0;0;0;0;1071;NA;2018
"00000171805400000000";"0201";0;0;4134,55;4961,46;4961,46;4961,46;4961,46;4961,46;4961,46;9922,92;4961,37;0;4775,47;9550,94;9550,94;9550,94;9550,94;4775,47;0;0;NA;2018
"00000171805410000000";"0201";0;0;4134,55;4961,46;4961,46;4961,46;4961,46;4961,46;4961,46;9922,92;4961,37;0;4775,47;9550,94;9550,94;9550,94;9550,94;4775,47;0;1016;NA;2018
"00000171805900000000";"0201";0;0;0;0;47568,79;0;0;0;0;0;0;0;0;0;47568,79;0;0;0;0;0;NA;2018
"00000171805910000000";"0201";0;0;0;0;47568,79;0;0;0;0;0;0;0;0;0;47568,79;0;0;0;0;0;NA;2018
"00000171805910100000";"0201";0;0;0;0;47568,79;0;0;0;0;0;0;0;0;0;47568,79;0;0;0;0;1072;NA;2018
"00000171806000000000";"0201";3771,95;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;7701,9;7701,9;7701,9;7701,9;7701,9;7701,88;0;0;NA;2018
"00000171806100000000";"0201";3771,95;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;7701,9;7701,9;7701,9;7701,9;7701,9;7701,88;0;0;NA;2018
"00000171806110000000";"0201";3771,95;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;3771,68;7701,9;7701,9;7701,9;7701,9;7701,9;7701,88;0;0;NA;2018
"00000171806110100000";"0201";2263,17;2263,01;2263,01;2263,01;2263,01;2263,01;2263,01;2263,01;2263,01;2263,01;2263,01;2263,01;4621,14;4621,14;4621,14;4621,14;4621,14;4621,12;0;1;NA;2018
"00000171806110200000";"0201";188,6;188,58;188,58;188,58;188,58;188,58;188,58;188,58;188,58;188,58;188,58;188,58;385,1;385,1;385,1;385,1;385,1;385,07;0;20;NA;2018
"00000171806110300000";"0201";565,79;565,75;565,75;565,75;565,75;565,75;565,75;565,75;565,75;565,75;565,75;565,75;1155,28;1155,28;1155,28;1155,28;1155,28;1155,31;0;40;NA;2018
"00000171806110400000";"0201";754,39;754,34;754,34;754,34;754,34;754,34;754,34;754,34;754,34;754,34;754,34;754,34;1540,38;1540,38;1540,38;1540,38;1540,38;1540,38;0;31;NA;2018
"00000171810000000000";"0201";73755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119554,08;0;0;0;NA;2018
"00000171810900000000";"0201";73755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119554,08;0;0;0;NA;2018
"00000171810910000000";"0201";73755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119554,08;0;0;0;NA;2018
"00000171810910100000";"0201";73755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119554,08;0;0;1022;NA;2018
"00000172000000000000";"0201";828690,86;732535,15;710707,53;841407,32;825194,3;570081,07;932981,5;561373,15;781016,61;881034,7;701950,1;1149825,39;1369272,91;1541481,45;1492992,27;1484343,84;1487430,02;1754721,26;0;0;NA;2018
"00000172800000000000";"0201";828690,86;732535,15;710707,53;841407,32;825194,3;570081,07;932981,5;561373,15;781016,61;881034,7;701950,1;1149825,39;1369272,91;1541481,45;1492992,27;1484343,84;1487430,02;1754721,26;0;0;NA;2018
"00000172801000000000";"0201";808238,56;574917,03;634546,72;806829,17;780876,59;504180,65;860302,55;526933,81;716252,41;831254,25;634514,41;1149397,45;1328933,27;1442011,5;1366504,75;1343356,7;1333844,77;1600764,25;0;0;NA;2018
"00000172801100000000";"0201";649970,73;528562,87;576035,37;626459,38;736613,49;474075,72;838215,02;506165,45;699242,28;812416,74;624380,06;1059220,9;1197978,1;1292678,64;1260374,07;1272467,34;1285115,64;1362298,85;0;0;NA;2018
